customer_id,tenure_months,contract_type,monthly_charges,total_charges,support_tickets,churn
1,52,One Year,75.02265421562618,3901.178019212561,3,0
2,15,Two Year,24.341253285481915,365.11879928222874,5,0
3,61,Month-to-Month,83.31513755940223,5082.223391123536,2,0
4,21,One Year,115.14033422066571,2417.94701863398,7,0
5,24,Month-to-Month,80.16118201463311,1923.8683683511947,2,0
6,3,One Year,101.91888594267903,305.7566578280371,1,1
7,22,Two Year,108.42064633484078,2385.254219366497,2,0
8,53,Two Year,42.80797719489325,2268.822791329342,5,0
9,2,One Year,41.204483990822666,82.40896798164533,1,1
10,30,Two Year,81.09809888509918,2432.942966552975,7,0
11,38,One Year,61.10284698067047,2321.908185265478,0,0
12,2,Two Year,103.98613028667204,207.97226057334407,6,1
13,64,Month-to-Month,110.00231233980112,7040.147989747272,1,0
14,60,Two Year,55.34213793027181,3320.5282758163085,9,0
15,21,Month-to-Month,43.687055897448204,917.4281738464123,5,1
16,33,Two Year,98.05255152438619,3235.7342003047443,1,0
17,58,Month-to-Month,47.48060355481361,2753.8750061791893,1,0
18,22,Two Year,102.26143185136785,2249.7515007300926,9,0
19,49,Month-to-Month,62.37382536487628,3056.317442878938,7,0
20,59,One Year,86.75498992914704,5118.544405819675,1,0
21,42,One Year,29.55353138346682,1241.2483181056064,6,0
22,60,Month-to-Month,82.3859324676573,4943.155948059438,2,0
23,15,Two Year,65.17676787372291,977.6515181058436,7,0
24,62,Month-to-Month,78.66084631754741,4876.972471687939,6,1
25,62,Two Year,36.801420774486346,2281.6880880181534,7,0
26,47,One Year,93.68737449441821,4403.306601237656,6,0
27,62,Two Year,106.27970775432286,6589.341880768017,5,0
28,51,One Year,41.67398000907757,2125.372980462956,6,0
29,55,Two Year,29.57145555201617,1626.4300553608894,4,0
30,64,Two Year,22.36385860463364,1431.286950696553,6,0
31,3,Two Year,84.1971500443266,252.59145013297982,0,1
32,51,Month-to-Month,80.70940360887808,4116.179584052782,0,0
33,7,Month-to-Month,74.669741271407,522.688188899849,8,0
34,21,One Year,43.194709611597546,907.0889018435485,4,0
35,39,One Year,59.09059959055147,2304.5333840315075,4,0
36,18,Month-to-Month,79.4476335186173,1430.0574033351113,2,0
37,4,One Year,69.67668588591694,278.70674354366776,4,0
38,60,Month-to-Month,118.77855202148874,7126.713121289324,2,0
39,14,Two Year,33.64397525567331,471.0156535794264,8,0
40,9,One Year,89.51445540475937,805.6300986428344,8,0
41,53,One Year,60.431876810429216,3202.8894709527485,5,0
42,2,Month-to-Month,62.819961492561475,125.63992298512295,0,1
43,60,One Year,91.75977656581762,5505.586593949057,6,0
44,71,One Year,89.24361513243696,6336.296674403024,6,0
45,44,Two Year,119.12559937021884,5241.526372289629,9,0
46,8,One Year,32.83942894541252,262.71543156330017,9,0
47,47,Two Year,30.410964938416633,1429.3153521055817,3,0
48,35,Month-to-Month,92.43388171287411,3235.185859950594,7,0
49,36,One Year,77.83869170064091,2802.1929012230726,5,0
50,50,Two Year,47.416066655980586,2370.8033327990292,3,0
51,4,Month-to-Month,27.94193689889866,111.76774759559464,3,0
52,2,One Year,28.565824959643052,57.131649919286104,1,1
53,6,Month-to-Month,109.41908746641182,656.5145247984709,1,0
54,54,One Year,39.18673247187429,2116.0835534812118,3,0
55,4,Month-to-Month,52.33715621155208,209.3486248462083,4,1
56,54,Month-to-Month,42.6656402226988,2303.944572025735,7,1
57,63,Two Year,55.49963058319373,3496.476726741205,5,0
58,18,Month-to-Month,26.94238427460934,484.9629169429681,3,0
59,44,One Year,71.90597909082703,3163.8630799963894,6,0
60,34,One Year,26.76125635922149,909.8827162135307,7,0
61,62,Two Year,100.03565078223616,6202.210348498642,1,0
62,14,One Year,43.3712081910433,607.1969146746062,6,0
63,48,One Year,74.00119146045105,3552.0571901016506,1,0
64,15,One Year,108.00790875614582,1620.1186313421874,1,0
65,62,Month-to-Month,85.08773690471942,5275.439688092604,7,0
66,40,Month-to-Month,73.29577865513353,2931.831146205341,1,0
67,53,One Year,52.43337531153756,2778.9688915114907,8,0
68,24,Two Year,53.300191305819794,1279.204591339675,0,0
69,26,Month-to-Month,86.94869551981901,2260.6660835152943,8,0
70,60,Two Year,119.41393612211675,7164.836167327005,0,0
71,41,One Year,86.18391898493786,3533.5406783824524,9,0
72,29,One Year,75.77834173700249,2197.571910373072,9,0
73,15,Month-to-Month,93.06505102392461,1395.9757653588692,1,0
74,45,One Year,66.52056122837182,2993.4252552767316,5,0
75,65,Month-to-Month,26.01423426007852,1690.9252269051037,5,1
76,71,One Year,76.22968158779098,5412.30739273316,0,0
77,9,One Year,115.76252845053801,1041.862756054842,6,0
78,1,Month-to-Month,37.530294235765965,37.530294235765965,7,1
79,8,Month-to-Month,89.00048908206658,712.0039126565326,1,0
80,63,Month-to-Month,40.093368865905646,2525.8822385520557,7,1
81,11,One Year,73.58276844730813,809.4104529203894,8,0
82,8,One Year,29.66764496467196,237.3411597173757,5,0
83,35,Two Year,65.03709362581851,2276.298276903648,4,0
84,35,Month-to-Month,95.61633288952461,3346.5716511333617,8,1
85,33,One Year,54.757152423898205,1806.9860299886407,8,0
86,5,One Year,86.4911724487218,432.455862243609,0,1
87,41,Month-to-Month,99.54499607897291,4081.3448392378896,2,0
88,28,Two Year,112.71778194794527,3156.0978945424677,8,0
89,7,Month-to-Month,43.46420818554535,304.24945729881745,1,0
90,12,Two Year,59.931591580930814,719.1790989711698,3,0
91,34,One Year,35.24160133304174,1198.2144453234193,3,0
92,33,Two Year,119.24835021583752,3935.195557122638,1,0
93,48,One Year,112.70009679242953,5409.604646036618,2,0
94,23,Month-to-Month,73.99571302805596,1701.901399645287,2,0
95,62,Month-to-Month,104.20332943764213,6460.606425133812,0,0
96,37,Month-to-Month,72.09579772720423,2667.5445159065566,5,0
97,44,Two Year,82.35856880027598,3623.777027212143,7,0
98,35,One Year,28.912443211601662,1011.9355124060581,2,0
99,65,Month-to-Month,95.52704204968079,6209.257733229251,4,0
100,47,Month-to-Month,32.77134836352349,1540.253373085604,0,0
101,3,One Year,102.60676302525283,307.8202890757585,9,1
102,1,Month-to-Month,98.20280876703859,98.20280876703859,6,0
103,5,One Year,90.87446977429764,454.37234887148816,9,1
104,14,One Year,23.616038052476213,330.624532734667,0,0
105,27,One Year,50.31283559453286,1358.446561052387,8,0
106,9,One Year,46.311256991084285,416.8013129197586,7,0
107,15,One Year,56.01364074715191,840.2046112072786,6,0
108,42,Two Year,28.764274676383856,1208.099536408122,9,0
109,51,Month-to-Month,113.69578230310628,5798.48489745842,6,1
110,63,Two Year,75.38022407123762,4748.95411648797,4,0
111,52,Month-to-Month,50.55243106580235,2628.7264154217223,4,0
112,4,Two Year,59.698151707428345,238.79260682971338,4,1
113,23,One Year,64.72025405048356,1488.5658431611218,0,0
114,15,Month-to-Month,80.05943333606173,1200.8915000409258,7,0
115,43,Month-to-Month,71.56794276964978,3077.4215390949403,0,0
116,29,Two Year,111.93919732144174,3246.2367223218102,3,0
117,36,Two Year,69.69634829058302,2509.0685384609887,8,0
118,13,Month-to-Month,119.21580148233127,1549.8054192703066,8,0
119,32,Two Year,105.14249577450957,3364.5598647843062,4,0
120,71,Two Year,40.85105143573358,2900.424651937084,3,0
121,59,Two Year,113.05952146439162,6670.511766399106,2,0
122,28,One Year,31.63663978854761,885.8259140793331,2,0
123,66,One Year,101.74497084911916,6715.168076041864,4,0
124,42,Two Year,58.06232934765801,2438.617832601636,9,0
125,45,Two Year,107.79743204450695,4850.884442002813,0,0
126,62,One Year,106.80566901074504,6621.951478666192,4,0
127,57,One Year,100.59254001176211,5733.77478067044,5,0
128,6,Month-to-Month,99.00304363070614,594.0182617842369,6,1
129,28,Month-to-Month,50.46791390980408,1413.1015894745142,8,0
130,28,One Year,28.09192830512522,786.5739925435062,2,0
131,44,Two Year,60.29801787651615,2653.1127865667104,1,0
132,30,Two Year,37.352451498650865,1120.5735449595259,2,0
133,62,Two Year,89.49510889024617,5548.696751195263,8,0
134,62,Two Year,54.609972653778556,3385.8183045342703,6,0
135,1,Month-to-Month,117.56102008599149,117.56102008599149,8,1
136,27,One Year,84.0972077345332,2270.6246088323965,1,0
137,62,Two Year,102.24805636343609,6339.379494533037,4,0
138,3,Month-to-Month,33.252467274184845,99.75740182255453,3,0
139,70,Two Year,106.20144822726226,7434.101375908358,1,0
140,27,One Year,112.27571905133944,3031.4444143861647,8,0
141,9,Month-to-Month,68.70619188189359,618.3557269370423,8,1
142,62,One Year,80.62529377509775,4998.76821405606,5,0
143,37,One Year,96.48098009029954,3569.796263341083,5,0
144,51,Month-to-Month,37.48386272604125,1911.6769990281039,7,1
145,44,Month-to-Month,70.25660764634424,3091.2907364391463,5,1
146,24,Month-to-Month,59.86630277723131,1436.7912666535515,0,0
147,59,Month-to-Month,34.63739921622491,2043.6065537572695,3,0
148,32,Month-to-Month,56.753442229153144,1816.1101513329006,6,1
149,52,Month-to-Month,26.817230938549358,1394.4960088045666,1,0
150,62,Month-to-Month,22.5811906949487,1400.0338230868194,8,0
151,58,Two Year,33.51662891548227,1943.9644770979717,7,0
152,52,One Year,116.31151115891738,6048.198580263704,7,0
153,12,Month-to-Month,74.9529535895017,899.4354430740204,6,0
154,39,Two Year,116.582216115322,4546.706428497558,3,0
155,2,Two Year,63.2497878330132,126.4995756660264,1,1
156,3,Two Year,51.181613308525954,153.54483992557786,2,1
157,56,One Year,70.61418628402441,3954.394431905367,5,0
158,59,Month-to-Month,63.95116886329101,3773.1189629341698,4,0
159,2,Two Year,30.566468426174392,61.132936852348784,7,1
160,2,One Year,84.08263146902063,168.16526293804125,5,0
161,54,One Year,41.60381825095996,2246.606185551838,5,0
162,1,One Year,81.95879548978296,81.95879548978296,0,0
163,19,Two Year,85.02010923981534,1615.3820755564914,3,0
164,2,Month-to-Month,35.20248531286481,70.40497062572962,4,0
165,53,Two Year,26.134962711066816,1385.1530236865412,2,0
166,44,Two Year,98.07615860684398,4315.350978701135,8,0
167,32,Month-to-Month,65.98004237693202,2111.3613560618246,0,0
168,70,Month-to-Month,25.81637955054758,1807.1465685383307,5,1
169,32,Month-to-Month,119.48663171697672,3823.572214943255,5,0
170,68,One Year,25.778056099636665,1752.9078147752932,9,0
171,55,Month-to-Month,89.50352288585532,4922.693758722043,4,0
172,56,Two Year,118.36789252634136,6628.601981475116,4,0
173,17,Month-to-Month,43.91801042159256,746.6061771670736,9,1
174,38,Two Year,34.22493686871962,1300.5476010113455,4,0
175,24,One Year,32.13849394224289,771.3238546138293,5,0
176,69,Two Year,50.327514756759555,3472.5985182164095,7,0
177,70,Two Year,30.104581101064667,2107.320677074527,1,0
178,11,Month-to-Month,89.2161341694132,981.3774758635451,5,0
179,16,Month-to-Month,26.22917981300627,419.6668770081003,0,0
180,59,Two Year,70.94221281497897,4185.590556083759,3,0
181,70,Month-to-Month,119.66968538529768,8376.877976970838,9,1
182,3,One Year,101.39702695060188,304.1910808518056,2,1
183,20,One Year,81.52194382310108,1630.4388764620217,8,0
184,59,Month-to-Month,50.62536207866117,2986.896362641009,2,0
185,36,One Year,82.38958362916384,2966.025010649898,5,0
186,19,Month-to-Month,72.70414639116515,1381.3787814321379,0,0
187,67,Two Year,62.60833838903715,4194.758672065489,5,0
188,19,Two Year,33.07103767401995,628.349715806379,3,0
189,20,One Year,108.66042152404667,2173.208430480933,7,0
190,71,Month-to-Month,64.97846488213224,4613.471006631389,8,1
191,52,Month-to-Month,39.46225118207651,2052.037061467978,3,0
192,33,One Year,56.77593508772896,1873.6058578950558,9,0
193,40,Two Year,61.4129752528927,2456.519010115708,9,0
194,39,One Year,102.75378955668742,4007.3977927108094,5,0
195,1,Two Year,93.3614380561402,93.3614380561402,0,1
196,11,Month-to-Month,96.93048936413398,1066.2353830054738,3,0
197,57,Two Year,21.10312644286472,1202.8782072432891,6,0
198,50,One Year,61.615399817976154,3080.769990898808,0,0
199,23,Month-to-Month,68.13441516353237,1567.0915487612444,7,1
200,31,One Year,21.919227682305667,679.4960581514757,9,0
201,42,One Year,45.981320874503425,1931.2154767291438,5,0
202,7,Two Year,96.0289823122135,672.2028761854945,4,0
203,16,One Year,33.7109705728999,539.3755291663985,9,0
204,60,Two Year,73.53101314525917,4411.86078871555,8,0
205,2,Month-to-Month,41.52018720172375,83.0403744034475,1,1
206,1,Two Year,21.212077464389328,21.212077464389328,4,1
207,48,Month-to-Month,44.12014575995415,2117.7669964777992,5,1
208,12,Two Year,117.58737549100537,1411.0485058920644,6,0
209,69,One Year,100.15371118829896,6910.606071992628,4,0
210,37,Two Year,115.95766443210334,4290.433583987824,8,0
211,32,Two Year,68.78540439263625,2201.13294056436,0,0
212,9,Month-to-Month,30.97361986775035,278.76257880975317,6,1
213,19,One Year,74.7959488973693,1421.1230290500166,9,0
214,48,Two Year,65.4377334559961,3141.0112058878126,6,0
215,3,One Year,104.4357082739616,313.30712482188477,3,0
216,20,Two Year,29.80825807842446,596.1651615684891,8,0
217,24,Two Year,68.82411370217781,1651.7787288522675,4,0
218,54,One Year,35.00486646939842,1890.2627893475149,3,0
219,33,Two Year,52.467592689006,1731.430558737198,6,0
220,24,One Year,93.73570773877996,2249.656985730719,3,0
221,36,Two Year,67.60181293687666,2433.6652657275595,2,0
222,38,Month-to-Month,57.58882851457693,2188.3754835539235,8,1
223,25,One Year,59.44762785700353,1486.1906964250884,7,0
